0,1,2,3,4,5
NEW JERSEY,NJ,BACHELOR'S,SAINT VINCENT AND THE GRENADINES,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SAUDI ARABIA,FEMALE,5
NEW JERSEY,NJ,BACHELOR'S,SERBIA,FEMALE,2
NEW JERSEY,NJ,BACHELOR'S,SIERRA LEONE,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SINGAPORE,FEMALE,9
NEW JERSEY,NJ,BACHELOR'S,SINT MAARTEN,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SLOVENIA,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SOUTH AFRICA,FEMALE,10
NEW JERSEY,NJ,BACHELOR'S,SOUTH KOREA,FEMALE,157
NEW JERSEY,NJ,BACHELOR'S,SOUTH SUDAN,FEMALE,3
NEW JERSEY,NJ,BACHELOR'S,SPAIN,FEMALE,15
NEW JERSEY,NJ,BACHELOR'S,SRI LANKA,FEMALE,4
NEW JERSEY,NJ,BACHELOR'S,SUDAN,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SWAZILAND,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,SWEDEN,FEMALE,2
NEW JERSEY,NJ,BACHELOR'S,SYRIA,FEMALE,3
NEW JERSEY,NJ,BACHELOR'S,TAIWAN,FEMALE,22
NEW JERSEY,NJ,BACHELOR'S,TAJIKISTAN,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,TANZANIA,FEMALE,2
NEW JERSEY,NJ,BACHELOR'S,THAILAND,FEMALE,6
NEW JERSEY,NJ,BACHELOR'S,TRINIDAD AND TOBAGO,FEMALE,11
NEW JERSEY,NJ,BACHELOR'S,TUNISIA,FEMALE,2
NEW JERSEY,NJ,BACHELOR'S,TURKEY,FEMALE,36
NEW JERSEY,NJ,BACHELOR'S,UGANDA,FEMALE,3
NEW JERSEY,NJ,BACHELOR'S,UKRAINE,FEMALE,6
NEW JERSEY,NJ,BACHELOR'S,UNITED KINGDOM,FEMALE,19
NEW JERSEY,NJ,BACHELOR'S,UZBEKISTAN,FEMALE,3
NEW JERSEY,NJ,BACHELOR'S,VENEZUELA,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,VIETNAM,FEMALE,41
NEW JERSEY,NJ,BACHELOR'S,WEST BANK,FEMALE,1
NEW JERSEY,NJ,BACHELOR'S,ZIMBABWE,FEMALE,8
NEW JERSEY,NJ,DOCTORATE,ALBANIA,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,ALGERIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,ARGENTINA,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,ARMENIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,AUSTRALIA,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,AZERBAIJAN,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,"BAHAMAS, THE",FEMALE,1
NEW JERSEY,NJ,DOCTORATE,BANGLADESH,FEMALE,35
NEW JERSEY,NJ,DOCTORATE,BELGIUM,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,BRAZIL,FEMALE,16
NEW JERSEY,NJ,DOCTORATE,CANADA,FEMALE,24
NEW JERSEY,NJ,DOCTORATE,CHILE,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,CHINA,FEMALE,681
NEW JERSEY,NJ,DOCTORATE,COLOMBIA,FEMALE,11
NEW JERSEY,NJ,DOCTORATE,DENMARK,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,ECUADOR,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,EGYPT,FEMALE,7
NEW JERSEY,NJ,DOCTORATE,ETHIOPIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,FINLAND,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,FRANCE,FEMALE,4
NEW JERSEY,NJ,DOCTORATE,GAZA STRIP,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,GEORGIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,GERMANY,FEMALE,5
NEW JERSEY,NJ,DOCTORATE,GHANA,FEMALE,11
NEW JERSEY,NJ,DOCTORATE,GREECE,FEMALE,8
NEW JERSEY,NJ,DOCTORATE,GUATEMALA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,GUYANA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,HAITI,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,HONDURAS,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,HONG KONG,FEMALE,7
NEW JERSEY,NJ,DOCTORATE,INDIA,FEMALE,282
NEW JERSEY,NJ,DOCTORATE,INDONESIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,IRAN,FEMALE,93
NEW JERSEY,NJ,DOCTORATE,IRAQ,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,ISRAEL,FEMALE,4
NEW JERSEY,NJ,DOCTORATE,ITALY,FEMALE,9
NEW JERSEY,NJ,DOCTORATE,JAMAICA,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,JAPAN,FEMALE,4
NEW JERSEY,NJ,DOCTORATE,JORDAN,FEMALE,7
NEW JERSEY,NJ,DOCTORATE,KAZAKHSTAN,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,KENYA,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,LEBANON,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,LIBERIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,LIBYA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,LITHUANIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,MACEDONIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,MALAYSIA,FEMALE,6
NEW JERSEY,NJ,DOCTORATE,MEXICO,FEMALE,10
NEW JERSEY,NJ,DOCTORATE,MONGOLIA,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,MOROCCO,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,NEPAL,FEMALE,16
NEW JERSEY,NJ,DOCTORATE,NETHERLANDS,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,NIGERIA,FEMALE,19
NEW JERSEY,NJ,DOCTORATE,NORWAY,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,PAKISTAN,FEMALE,11
NEW JERSEY,NJ,DOCTORATE,PANAMA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,PERU,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,PHILIPPINES,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,POLAND,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,PORTUGAL,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,QATAR,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,ROMANIA,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,RUSSIA,FEMALE,14
NEW JERSEY,NJ,DOCTORATE,RWANDA,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,SAUDI ARABIA,FEMALE,9
NEW JERSEY,NJ,DOCTORATE,SIERRA LEONE,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,SINGAPORE,FEMALE,8
NEW JERSEY,NJ,DOCTORATE,SOUTH AFRICA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,SOUTH KOREA,FEMALE,56
NEW JERSEY,NJ,DOCTORATE,SPAIN,FEMALE,6
NEW JERSEY,NJ,DOCTORATE,SRI LANKA,FEMALE,21
NEW JERSEY,NJ,DOCTORATE,SUDAN,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,SWITZERLAND,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,SYRIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,TAIWAN,FEMALE,15
NEW JERSEY,NJ,DOCTORATE,TANZANIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,THAILAND,FEMALE,6
NEW JERSEY,NJ,DOCTORATE,TUNISIA,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,TURKEY,FEMALE,24
NEW JERSEY,NJ,DOCTORATE,UKRAINE,FEMALE,3
NEW JERSEY,NJ,DOCTORATE,UNITED ARAB EMIRATES,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,UNITED KINGDOM,FEMALE,6
NEW JERSEY,NJ,DOCTORATE,URUGUAY,FEMALE,2
NEW JERSEY,NJ,DOCTORATE,VIETNAM,FEMALE,18
NEW JERSEY,NJ,DOCTORATE,WEST BANK,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,ZAMBIA,FEMALE,1
NEW JERSEY,NJ,DOCTORATE,ZIMBABWE,FEMALE,3
NEW JERSEY,NJ,LANGUAGE TRAINING,CHINA,FEMALE,1
NEW JERSEY,NJ,LANGUAGE TRAINING,ECUADOR,FEMALE,1
NEW JERSEY,NJ,LANGUAGE TRAINING,INDIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,ALBANIA,FEMALE,10
NEW JERSEY,NJ,MASTER'S,ALGERIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,ANTIGUA AND BARBUDA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,ARGENTINA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,ARMENIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,AUSTRALIA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,AUSTRIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,AZERBAIJAN,FEMALE,7
NEW JERSEY,NJ,MASTER'S,BANGLADESH,FEMALE,53
NEW JERSEY,NJ,MASTER'S,BARBADOS,FEMALE,2
NEW JERSEY,NJ,MASTER'S,BELGIUM,FEMALE,3
NEW JERSEY,NJ,MASTER'S,BENIN,FEMALE,1
NEW JERSEY,NJ,MASTER'S,BHUTAN,FEMALE,1
NEW JERSEY,NJ,MASTER'S,BOTSWANA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,BRAZIL,FEMALE,53
NEW JERSEY,NJ,MASTER'S,BULGARIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,BURKINA FASO,FEMALE,1
NEW JERSEY,NJ,MASTER'S,BURMA,FEMALE,3
NEW JERSEY,NJ,MASTER'S,CAMBODIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,CAMEROON,FEMALE,1
NEW JERSEY,NJ,MASTER'S,CANADA,FEMALE,58
NEW JERSEY,NJ,MASTER'S,CHILE,FEMALE,2
NEW JERSEY,NJ,MASTER'S,CHINA,FEMALE,2831
NEW JERSEY,NJ,MASTER'S,COLOMBIA,FEMALE,31
NEW JERSEY,NJ,MASTER'S,COTE D'IVOIRE,FEMALE,7
NEW JERSEY,NJ,MASTER'S,CROATIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,CYPRUS,FEMALE,1
NEW JERSEY,NJ,MASTER'S,CZECH REPUBLIC,FEMALE,2
NEW JERSEY,NJ,MASTER'S,DOMINICA,FEMALE,3
NEW JERSEY,NJ,MASTER'S,DOMINICAN REPUBLIC,FEMALE,4
NEW JERSEY,NJ,MASTER'S,ECUADOR,FEMALE,6
NEW JERSEY,NJ,MASTER'S,EGYPT,FEMALE,6
NEW JERSEY,NJ,MASTER'S,EL SALVADOR,FEMALE,1
NEW JERSEY,NJ,MASTER'S,ETHIOPIA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,FRANCE,FEMALE,9
NEW JERSEY,NJ,MASTER'S,"GAMBIA, THE",FEMALE,2
NEW JERSEY,NJ,MASTER'S,GEORGIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,GERMANY,FEMALE,4
NEW JERSEY,NJ,MASTER'S,GHANA,FEMALE,42
NEW JERSEY,NJ,MASTER'S,GREECE,FEMALE,5
NEW JERSEY,NJ,MASTER'S,GRENADA,FEMALE,3
NEW JERSEY,NJ,MASTER'S,GUYANA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,HONDURAS,FEMALE,8
NEW JERSEY,NJ,MASTER'S,HONG KONG,FEMALE,30
NEW JERSEY,NJ,MASTER'S,HUNGARY,FEMALE,1
NEW JERSEY,NJ,MASTER'S,INDIA,FEMALE,9058
NEW JERSEY,NJ,MASTER'S,INDONESIA,FEMALE,11
NEW JERSEY,NJ,MASTER'S,IRAN,FEMALE,18
NEW JERSEY,NJ,MASTER'S,IRELAND,FEMALE,4
NEW JERSEY,NJ,MASTER'S,ISRAEL,FEMALE,7
NEW JERSEY,NJ,MASTER'S,ITALY,FEMALE,13
NEW JERSEY,NJ,MASTER'S,JAMAICA,FEMALE,17
NEW JERSEY,NJ,MASTER'S,JAPAN,FEMALE,17
NEW JERSEY,NJ,MASTER'S,JORDAN,FEMALE,5
NEW JERSEY,NJ,MASTER'S,KAZAKHSTAN,FEMALE,6
NEW JERSEY,NJ,MASTER'S,KENYA,FEMALE,37
NEW JERSEY,NJ,MASTER'S,KOSOVO,FEMALE,2
NEW JERSEY,NJ,MASTER'S,KUWAIT,FEMALE,2
NEW JERSEY,NJ,MASTER'S,KYRGYZSTAN,FEMALE,3
NEW JERSEY,NJ,MASTER'S,LATVIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,LEBANON,FEMALE,6
NEW JERSEY,NJ,MASTER'S,LITHUANIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,MACAU,FEMALE,3
NEW JERSEY,NJ,MASTER'S,MACEDONIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,MALAWI,FEMALE,7
NEW JERSEY,NJ,MASTER'S,MALAYSIA,FEMALE,11
NEW JERSEY,NJ,MASTER'S,MAURITIUS,FEMALE,1
NEW JERSEY,NJ,MASTER'S,MEXICO,FEMALE,6
NEW JERSEY,NJ,MASTER'S,MONGOLIA,FEMALE,6
NEW JERSEY,NJ,MASTER'S,MONTENEGRO,FEMALE,1
NEW JERSEY,NJ,MASTER'S,MOROCCO,FEMALE,7
NEW JERSEY,NJ,MASTER'S,MOZAMBIQUE,FEMALE,1
NEW JERSEY,NJ,MASTER'S,NAMIBIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,NEPAL,FEMALE,68
NEW JERSEY,NJ,MASTER'S,NEW ZEALAND,FEMALE,2
NEW JERSEY,NJ,MASTER'S,NIGER,FEMALE,1
NEW JERSEY,NJ,MASTER'S,NIGERIA,FEMALE,92
NEW JERSEY,NJ,MASTER'S,NORWAY,FEMALE,1
NEW JERSEY,NJ,MASTER'S,PAKISTAN,FEMALE,68
NEW JERSEY,NJ,MASTER'S,PANAMA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,PERU,FEMALE,20
NEW JERSEY,NJ,MASTER'S,PHILIPPINES,FEMALE,18
NEW JERSEY,NJ,MASTER'S,POLAND,FEMALE,4
NEW JERSEY,NJ,MASTER'S,PORTUGAL,FEMALE,4
NEW JERSEY,NJ,MASTER'S,REUNION,FEMALE,1
NEW JERSEY,NJ,MASTER'S,ROMANIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,RUSSIA,FEMALE,16
NEW JERSEY,NJ,MASTER'S,RWANDA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,SAINT KITTS AND NEVIS,FEMALE,1
NEW JERSEY,NJ,MASTER'S,SAINT LUCIA,FEMALE,2
NEW JERSEY,NJ,MASTER'S,SAUDI ARABIA,FEMALE,16
NEW JERSEY,NJ,MASTER'S,SENEGAL,FEMALE,1
NEW JERSEY,NJ,MASTER'S,SERBIA,FEMALE,3
NEW JERSEY,NJ,MASTER'S,SIERRA LEONE,FEMALE,4
NEW JERSEY,NJ,MASTER'S,SINGAPORE,FEMALE,10
NEW JERSEY,NJ,MASTER'S,SLOVAKIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,SLOVENIA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,SOUTH AFRICA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,SOUTH KOREA,FEMALE,145
NEW JERSEY,NJ,MASTER'S,SPAIN,FEMALE,15
NEW JERSEY,NJ,MASTER'S,SRI LANKA,FEMALE,8
NEW JERSEY,NJ,MASTER'S,SWEDEN,FEMALE,2
NEW JERSEY,NJ,MASTER'S,TAIWAN,FEMALE,170
NEW JERSEY,NJ,MASTER'S,TANZANIA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,THAILAND,FEMALE,8
NEW JERSEY,NJ,MASTER'S,TRINIDAD AND TOBAGO,FEMALE,1
NEW JERSEY,NJ,MASTER'S,TUNISIA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,TURKEY,FEMALE,53
NEW JERSEY,NJ,MASTER'S,TURKMENISTAN,FEMALE,1
NEW JERSEY,NJ,MASTER'S,UGANDA,FEMALE,4
NEW JERSEY,NJ,MASTER'S,UKRAINE,FEMALE,3
NEW JERSEY,NJ,MASTER'S,UNITED ARAB EMIRATES,FEMALE,2
NEW JERSEY,NJ,MASTER'S,UNITED KINGDOM,FEMALE,19
NEW JERSEY,NJ,MASTER'S,UZBEKISTAN,FEMALE,1
NEW JERSEY,NJ,MASTER'S,VENEZUELA,FEMALE,1
NEW JERSEY,NJ,MASTER'S,VIETNAM,FEMALE,33
NEW JERSEY,NJ,MASTER'S,ZAMBIA,FEMALE,5
NEW JERSEY,NJ,MASTER'S,ZIMBABWE,FEMALE,293
NEW JERSEY,NJ,OTHER,BRAZIL,FEMALE,1
NEW JERSEY,NJ,OTHER,CAMBODIA,FEMALE,1
NEW JERSEY,NJ,OTHER,CHINA,FEMALE,12
NEW JERSEY,NJ,OTHER,DENMARK,FEMALE,1
NEW JERSEY,NJ,OTHER,FRANCE,FEMALE,1
NEW JERSEY,NJ,OTHER,GEORGIA,FEMALE,1
NEW JERSEY,NJ,OTHER,GERMANY,FEMALE,1
NEW JERSEY,NJ,OTHER,INDIA,FEMALE,6
NEW JERSEY,NJ,OTHER,MADAGASCAR,FEMALE,1
NEW JERSEY,NJ,OTHER,NETHERLANDS,FEMALE,1
NEW JERSEY,NJ,OTHER,POLAND,FEMALE,1
NEW JERSEY,NJ,OTHER,SOUTH KOREA,FEMALE,4
NEW JERSEY,NJ,OTHER,UNITED KINGDOM,FEMALE,1
NEW JERSEY,NJ,OTHER,VIETNAM,FEMALE,1
NEW JERSEY,NJ,ASSOCIATE,ALBANIA,MALE,3
NEW JERSEY,NJ,ASSOCIATE,ARGENTINA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,"BAHAMAS, THE",MALE,1
NEW JERSEY,NJ,ASSOCIATE,BANGLADESH,MALE,11
NEW JERSEY,NJ,ASSOCIATE,BELARUS,MALE,1
NEW JERSEY,NJ,ASSOCIATE,BRAZIL,MALE,8
NEW JERSEY,NJ,ASSOCIATE,BURKINA FASO,MALE,4
NEW JERSEY,NJ,ASSOCIATE,BURMA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,CAMEROON,MALE,1
NEW JERSEY,NJ,ASSOCIATE,CANADA,MALE,3
NEW JERSEY,NJ,ASSOCIATE,CHINA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,COLOMBIA,MALE,12
NEW JERSEY,NJ,ASSOCIATE,COSTA RICA,MALE,2
NEW JERSEY,NJ,ASSOCIATE,COTE D'IVOIRE,MALE,1
NEW JERSEY,NJ,ASSOCIATE,DOMINICA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,DOMINICAN REPUBLIC,MALE,2
NEW JERSEY,NJ,ASSOCIATE,ECUADOR,MALE,6
NEW JERSEY,NJ,ASSOCIATE,EGYPT,MALE,4
NEW JERSEY,NJ,ASSOCIATE,ETHIOPIA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,GHANA,MALE,6
NEW JERSEY,NJ,ASSOCIATE,GUINEA,MALE,2
NEW JERSEY,NJ,ASSOCIATE,GUYANA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,HONDURAS,MALE,1
NEW JERSEY,NJ,ASSOCIATE,INDIA,MALE,29
NEW JERSEY,NJ,ASSOCIATE,IRELAND,MALE,1
NEW JERSEY,NJ,ASSOCIATE,ISRAEL,MALE,3
NEW JERSEY,NJ,ASSOCIATE,ITALY,MALE,2
NEW JERSEY,NJ,ASSOCIATE,JAMAICA,MALE,3
NEW JERSEY,NJ,ASSOCIATE,JORDAN,MALE,9
NEW JERSEY,NJ,ASSOCIATE,KAZAKHSTAN,MALE,1
NEW JERSEY,NJ,ASSOCIATE,KENYA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,KYRGYZSTAN,MALE,1
NEW JERSEY,NJ,ASSOCIATE,MEXICO,MALE,2
NEW JERSEY,NJ,ASSOCIATE,MOROCCO,MALE,3
NEW JERSEY,NJ,ASSOCIATE,NEPAL,MALE,14
NEW JERSEY,NJ,ASSOCIATE,NETHERLANDS,MALE,1
NEW JERSEY,NJ,ASSOCIATE,NIGERIA,MALE,10
NEW JERSEY,NJ,ASSOCIATE,PAKISTAN,MALE,19
NEW JERSEY,NJ,ASSOCIATE,PERU,MALE,3
NEW JERSEY,NJ,ASSOCIATE,PHILIPPINES,MALE,3
NEW JERSEY,NJ,ASSOCIATE,RUSSIA,MALE,2
NEW JERSEY,NJ,ASSOCIATE,SOUTH AFRICA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,SOUTH KOREA,MALE,10
NEW JERSEY,NJ,ASSOCIATE,SPAIN,MALE,3
NEW JERSEY,NJ,ASSOCIATE,SRI LANKA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,TAIWAN,MALE,2
NEW JERSEY,NJ,ASSOCIATE,THAILAND,MALE,1
NEW JERSEY,NJ,ASSOCIATE,TUNISIA,MALE,1
NEW JERSEY,NJ,ASSOCIATE,TURKEY,MALE,25
NEW JERSEY,NJ,ASSOCIATE,UNITED ARAB EMIRATES,MALE,2
NEW JERSEY,NJ,ASSOCIATE,UNITED KINGDOM,MALE,1
NEW JERSEY,NJ,ASSOCIATE,VIETNAM,MALE,14
NEW JERSEY,NJ,BACHELOR'S,ALBANIA,MALE,12
NEW JERSEY,NJ,BACHELOR'S,ARGENTINA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,AUSTRALIA,MALE,13
NEW JERSEY,NJ,BACHELOR'S,AZERBAIJAN,MALE,4
NEW JERSEY,NJ,BACHELOR'S,"BAHAMAS, THE",MALE,1
NEW JERSEY,NJ,BACHELOR'S,BANGLADESH,MALE,63
NEW JERSEY,NJ,BACHELOR'S,BHUTAN,MALE,1
NEW JERSEY,NJ,BACHELOR'S,BOLIVIA,MALE,2
NEW JERSEY,NJ,BACHELOR'S,BOSNIA AND HERZEGOVINA,MALE,2
NEW JERSEY,NJ,BACHELOR'S,BOTSWANA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,BRAZIL,MALE,22
NEW JERSEY,NJ,BACHELOR'S,BULGARIA,MALE,2
NEW JERSEY,NJ,BACHELOR'S,BURMA,MALE,9
NEW JERSEY,NJ,BACHELOR'S,BURUNDI,MALE,1
NEW JERSEY,NJ,BACHELOR'S,CAMBODIA,MALE,5
NEW JERSEY,NJ,BACHELOR'S,CAMEROON,MALE,2
NEW JERSEY,NJ,BACHELOR'S,CANADA,MALE,67
NEW JERSEY,NJ,BACHELOR'S,CAPE VERDE,MALE,1
NEW JERSEY,NJ,BACHELOR'S,CHILE,MALE,3
NEW JERSEY,NJ,BACHELOR'S,CHINA,MALE,726
NEW JERSEY,NJ,BACHELOR'S,COLOMBIA,MALE,12
NEW JERSEY,NJ,BACHELOR'S,CONGO (KINSHASA),MALE,3
NEW JERSEY,NJ,BACHELOR'S,COSTA RICA,MALE,3
NEW JERSEY,NJ,BACHELOR'S,COTE D'IVOIRE,MALE,4
NEW JERSEY,NJ,BACHELOR'S,CROATIA,MALE,3
NEW JERSEY,NJ,BACHELOR'S,CYPRUS,MALE,4
NEW JERSEY,NJ,BACHELOR'S,CZECH REPUBLIC,MALE,3
NEW JERSEY,NJ,BACHELOR'S,DENMARK,MALE,3
NEW JERSEY,NJ,BACHELOR'S,DOMINICAN REPUBLIC,MALE,2
NEW JERSEY,NJ,BACHELOR'S,ECUADOR,MALE,4
NEW JERSEY,NJ,BACHELOR'S,EGYPT,MALE,21
NEW JERSEY,NJ,BACHELOR'S,EL SALVADOR,MALE,3
NEW JERSEY,NJ,BACHELOR'S,EQUATORIAL GUINEA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,ETHIOPIA,MALE,19
NEW JERSEY,NJ,BACHELOR'S,FINLAND,MALE,3
NEW JERSEY,NJ,BACHELOR'S,FRANCE,MALE,13
NEW JERSEY,NJ,BACHELOR'S,"GAMBIA, THE",MALE,1
NEW JERSEY,NJ,BACHELOR'S,GAZA STRIP,MALE,3
NEW JERSEY,NJ,BACHELOR'S,GEORGIA,MALE,13
NEW JERSEY,NJ,BACHELOR'S,GERMANY,MALE,8
NEW JERSEY,NJ,BACHELOR'S,GHANA,MALE,38
NEW JERSEY,NJ,BACHELOR'S,GREECE,MALE,8
NEW JERSEY,NJ,BACHELOR'S,GUATEMALA,MALE,4
NEW JERSEY,NJ,BACHELOR'S,GUYANA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,HAITI,MALE,2
NEW JERSEY,NJ,BACHELOR'S,HONG KONG,MALE,16
NEW JERSEY,NJ,BACHELOR'S,HUNGARY,MALE,5
NEW JERSEY,NJ,BACHELOR'S,INDIA,MALE,718
NEW JERSEY,NJ,BACHELOR'S,INDONESIA,MALE,3
NEW JERSEY,NJ,BACHELOR'S,IRAN,MALE,1
NEW JERSEY,NJ,BACHELOR'S,IRELAND,MALE,6
NEW JERSEY,NJ,BACHELOR'S,ISRAEL,MALE,11
NEW JERSEY,NJ,BACHELOR'S,ITALY,MALE,14
NEW JERSEY,NJ,BACHELOR'S,JAMAICA,MALE,16
NEW JERSEY,NJ,BACHELOR'S,JAPAN,MALE,10
NEW JERSEY,NJ,BACHELOR'S,JORDAN,MALE,7
NEW JERSEY,NJ,BACHELOR'S,KAZAKHSTAN,MALE,6
NEW JERSEY,NJ,BACHELOR'S,KENYA,MALE,28
NEW JERSEY,NJ,BACHELOR'S,KUWAIT,MALE,88
NEW JERSEY,NJ,BACHELOR'S,KYRGYZSTAN,MALE,10
NEW JERSEY,NJ,BACHELOR'S,LEBANON,MALE,5
NEW JERSEY,NJ,BACHELOR'S,LESOTHO,MALE,1
NEW JERSEY,NJ,BACHELOR'S,LIBERIA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,MACAU,MALE,1
NEW JERSEY,NJ,BACHELOR'S,MALAWI,MALE,1
NEW JERSEY,NJ,BACHELOR'S,MALAYSIA,MALE,9
NEW JERSEY,NJ,BACHELOR'S,MALI,MALE,2
NEW JERSEY,NJ,BACHELOR'S,MALTA,MALE,1
NEW JERSEY,NJ,BACHELOR'S,MEXICO,MALE,18
NEW JERSEY,NJ,BACHELOR'S,MONGOLIA,MALE,3
NEW JERSEY,NJ,BACHELOR'S,MONTENEGRO,MALE,4
NEW JERSEY,NJ,BACHELOR'S,MOROCCO,MALE,6
NEW JERSEY,NJ,BACHELOR'S,NAMIBIA,MALE,2
NEW JERSEY,NJ,BACHELOR'S,NEPAL,MALE,223
NEW JERSEY,NJ,BACHELOR'S,NETHERLANDS,MALE,5
NEW JERSEY,NJ,BACHELOR'S,NEW ZEALAND,MALE,7
NEW JERSEY,NJ,BACHELOR'S,NIGERIA,MALE,38
NEW JERSEY,NJ,BACHELOR'S,NORWAY,MALE,4
NEW JERSEY,NJ,BACHELOR'S,PAKISTAN,MALE,70
NEW JERSEY,NJ,BACHELOR'S,PANAMA,MALE,14
NEW JERSEY,NJ,BACHELOR'S,PARAGUAY,MALE,1
NEW JERSEY,NJ,BACHELOR'S,PERU,MALE,5
NEW JERSEY,NJ,BACHELOR'S,PHILIPPINES,MALE,8
NEW JERSEY,NJ,BACHELOR'S,POLAND,MALE,7
