State,Abbrv,Student Education Level,CoC,Gender,Count of Active STEM Students
MASSACHUSETTS,MA,MASTER'S,COLOMBIA,MALE,64
MASSACHUSETTS,MA,MASTER'S,CONGO (KINSHASA),FEMALE,3
MASSACHUSETTS,MA,MASTER'S,CONGO (KINSHASA),MALE,6
MASSACHUSETTS,MA,MASTER'S,COSTA RICA,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,COSTA RICA,MALE,7
MASSACHUSETTS,MA,MASTER'S,COTE D'IVOIRE,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,COTE D'IVOIRE,MALE,7
MASSACHUSETTS,MA,MASTER'S,CUBA,MALE,1
MASSACHUSETTS,MA,MASTER'S,CYPRUS,MALE,5
MASSACHUSETTS,MA,MASTER'S,CZECH REPUBLIC,MALE,4
MASSACHUSETTS,MA,MASTER'S,DENMARK,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,DENMARK,MALE,13
MASSACHUSETTS,MA,MASTER'S,DOMINICA,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,DOMINICAN REPUBLIC,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,DOMINICAN REPUBLIC,MALE,9
MASSACHUSETTS,MA,MASTER'S,ECUADOR,FEMALE,11
MASSACHUSETTS,MA,MASTER'S,ECUADOR,MALE,23
MASSACHUSETTS,MA,MASTER'S,EGYPT,FEMALE,11
MASSACHUSETTS,MA,MASTER'S,EGYPT,MALE,29
MASSACHUSETTS,MA,MASTER'S,EL SALVADOR,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,EL SALVADOR,MALE,3
MASSACHUSETTS,MA,MASTER'S,ETHIOPIA,FEMALE,10
MASSACHUSETTS,MA,MASTER'S,ETHIOPIA,MALE,13
MASSACHUSETTS,MA,MASTER'S,FINLAND,MALE,1
MASSACHUSETTS,MA,MASTER'S,FRANCE,FEMALE,33
MASSACHUSETTS,MA,MASTER'S,FRANCE,MALE,83
MASSACHUSETTS,MA,MASTER'S,GABON,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,GABON,MALE,1
MASSACHUSETTS,MA,MASTER'S,GEORGIA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,GEORGIA,MALE,3
MASSACHUSETTS,MA,MASTER'S,GERMANY,FEMALE,28
MASSACHUSETTS,MA,MASTER'S,GERMANY,MALE,66
MASSACHUSETTS,MA,MASTER'S,GHANA,FEMALE,16
MASSACHUSETTS,MA,MASTER'S,GHANA,MALE,35
MASSACHUSETTS,MA,MASTER'S,GREECE,FEMALE,18
MASSACHUSETTS,MA,MASTER'S,GREECE,MALE,28
MASSACHUSETTS,MA,MASTER'S,GRENADA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,GUATEMALA,FEMALE,8
MASSACHUSETTS,MA,MASTER'S,GUATEMALA,MALE,4
MASSACHUSETTS,MA,MASTER'S,GUINEA,MALE,2
MASSACHUSETTS,MA,MASTER'S,HAITI,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,HAITI,MALE,4
MASSACHUSETTS,MA,MASTER'S,HONDURAS,FEMALE,8
MASSACHUSETTS,MA,MASTER'S,HONDURAS,MALE,6
MASSACHUSETTS,MA,MASTER'S,HONG KONG,FEMALE,23
MASSACHUSETTS,MA,MASTER'S,HONG KONG,MALE,33
MASSACHUSETTS,MA,MASTER'S,HUNGARY,FEMALE,5
MASSACHUSETTS,MA,MASTER'S,HUNGARY,MALE,4
MASSACHUSETTS,MA,MASTER'S,ICELAND,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,ICELAND,MALE,2
MASSACHUSETTS,MA,MASTER'S,INDIA,FEMALE,3955
MASSACHUSETTS,MA,MASTER'S,INDIA,MALE,5787
MASSACHUSETTS,MA,MASTER'S,INDONESIA,FEMALE,36
MASSACHUSETTS,MA,MASTER'S,INDONESIA,MALE,38
MASSACHUSETTS,MA,MASTER'S,IRAN,FEMALE,36
MASSACHUSETTS,MA,MASTER'S,IRAN,MALE,29
MASSACHUSETTS,MA,MASTER'S,IRAQ,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,IRAQ,MALE,1
MASSACHUSETTS,MA,MASTER'S,IRELAND,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,IRELAND,MALE,8
MASSACHUSETTS,MA,MASTER'S,ISRAEL,FEMALE,7
MASSACHUSETTS,MA,MASTER'S,ISRAEL,MALE,14
MASSACHUSETTS,MA,MASTER'S,ITALY,FEMALE,35
MASSACHUSETTS,MA,MASTER'S,ITALY,MALE,78
MASSACHUSETTS,MA,MASTER'S,JAMAICA,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,JAMAICA,MALE,4
MASSACHUSETTS,MA,MASTER'S,JAPAN,FEMALE,32
MASSACHUSETTS,MA,MASTER'S,JAPAN,MALE,98
MASSACHUSETTS,MA,MASTER'S,JORDAN,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,JORDAN,MALE,11
MASSACHUSETTS,MA,MASTER'S,KAZAKHSTAN,FEMALE,24
MASSACHUSETTS,MA,MASTER'S,KAZAKHSTAN,MALE,26
MASSACHUSETTS,MA,MASTER'S,KENYA,FEMALE,14
MASSACHUSETTS,MA,MASTER'S,KENYA,MALE,15
MASSACHUSETTS,MA,MASTER'S,KOSOVO,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,KUWAIT,FEMALE,13
MASSACHUSETTS,MA,MASTER'S,KUWAIT,MALE,24
MASSACHUSETTS,MA,MASTER'S,KYRGYZSTAN,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,KYRGYZSTAN,MALE,2
MASSACHUSETTS,MA,MASTER'S,LATVIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,LEBANON,FEMALE,24
MASSACHUSETTS,MA,MASTER'S,LEBANON,MALE,39
MASSACHUSETTS,MA,MASTER'S,LESOTHO,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,LIBERIA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,LIBERIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,LIBYA,MALE,2
MASSACHUSETTS,MA,MASTER'S,LITHUANIA,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,LITHUANIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,MACAU,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,MACAU,MALE,1
MASSACHUSETTS,MA,MASTER'S,MACEDONIA,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,MACEDONIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,MALAWI,MALE,2
MASSACHUSETTS,MA,MASTER'S,MALAYSIA,FEMALE,25
MASSACHUSETTS,MA,MASTER'S,MALAYSIA,MALE,24
MASSACHUSETTS,MA,MASTER'S,MALI,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,MAURITIUS,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,MAURITIUS,MALE,1
MASSACHUSETTS,MA,MASTER'S,MEXICO,FEMALE,47
MASSACHUSETTS,MA,MASTER'S,MEXICO,MALE,84
MASSACHUSETTS,MA,MASTER'S,MONACO,MALE,2
MASSACHUSETTS,MA,MASTER'S,MONGOLIA,FEMALE,5
MASSACHUSETTS,MA,MASTER'S,MONGOLIA,MALE,6
MASSACHUSETTS,MA,MASTER'S,MONTENEGRO,MALE,1
MASSACHUSETTS,MA,MASTER'S,MOROCCO,FEMALE,13
MASSACHUSETTS,MA,MASTER'S,MOROCCO,MALE,17
MASSACHUSETTS,MA,MASTER'S,MOZAMBIQUE,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,NAMIBIA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,NAMIBIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,NEPAL,FEMALE,59
MASSACHUSETTS,MA,MASTER'S,NEPAL,MALE,93
MASSACHUSETTS,MA,MASTER'S,NEPAL,OTHER,1
MASSACHUSETTS,MA,MASTER'S,NETHERLANDS,FEMALE,11
MASSACHUSETTS,MA,MASTER'S,NETHERLANDS,MALE,11
MASSACHUSETTS,MA,MASTER'S,NEW ZEALAND,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,NEW ZEALAND,MALE,7
MASSACHUSETTS,MA,MASTER'S,NICARAGUA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,NIGERIA,FEMALE,84
MASSACHUSETTS,MA,MASTER'S,NIGERIA,MALE,107
MASSACHUSETTS,MA,MASTER'S,NORWAY,FEMALE,7
MASSACHUSETTS,MA,MASTER'S,NORWAY,MALE,9
MASSACHUSETTS,MA,MASTER'S,OMAN,MALE,1
MASSACHUSETTS,MA,MASTER'S,PAKISTAN,FEMALE,39
MASSACHUSETTS,MA,MASTER'S,PAKISTAN,MALE,92
MASSACHUSETTS,MA,MASTER'S,PANAMA,FEMALE,7
MASSACHUSETTS,MA,MASTER'S,PANAMA,MALE,5
MASSACHUSETTS,MA,MASTER'S,PARAGUAY,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,PARAGUAY,MALE,3
MASSACHUSETTS,MA,MASTER'S,PERU,FEMALE,38
MASSACHUSETTS,MA,MASTER'S,PERU,MALE,32
MASSACHUSETTS,MA,MASTER'S,PHILIPPINES,FEMALE,22
MASSACHUSETTS,MA,MASTER'S,PHILIPPINES,MALE,12
MASSACHUSETTS,MA,MASTER'S,POLAND,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,POLAND,MALE,6
MASSACHUSETTS,MA,MASTER'S,PORTUGAL,FEMALE,6
MASSACHUSETTS,MA,MASTER'S,PORTUGAL,MALE,12
MASSACHUSETTS,MA,MASTER'S,QATAR,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,QATAR,MALE,1
MASSACHUSETTS,MA,MASTER'S,SOUTH KOREA,FEMALE,112
MASSACHUSETTS,MA,MASTER'S,SOUTH KOREA,MALE,105
MASSACHUSETTS,MA,MASTER'S,ROMANIA,FEMALE,8
MASSACHUSETTS,MA,MASTER'S,ROMANIA,MALE,6
MASSACHUSETTS,MA,MASTER'S,RUSSIA,FEMALE,37
MASSACHUSETTS,MA,MASTER'S,RUSSIA,MALE,47
MASSACHUSETTS,MA,MASTER'S,RWANDA,FEMALE,5
MASSACHUSETTS,MA,MASTER'S,RWANDA,MALE,3
MASSACHUSETTS,MA,MASTER'S,SAINT KITTS AND NEVIS,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,SAINT LUCIA,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,SAINT VINCENT AND THE GRENADINES,MALE,1
MASSACHUSETTS,MA,MASTER'S,SAUDI ARABIA,FEMALE,26
MASSACHUSETTS,MA,MASTER'S,SAUDI ARABIA,MALE,57
MASSACHUSETTS,MA,MASTER'S,SENEGAL,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,SENEGAL,MALE,1
MASSACHUSETTS,MA,MASTER'S,SERBIA,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,SERBIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,SIERRA LEONE,MALE,3
MASSACHUSETTS,MA,MASTER'S,SINGAPORE,FEMALE,39
MASSACHUSETTS,MA,MASTER'S,SINGAPORE,MALE,46
MASSACHUSETTS,MA,MASTER'S,SLOVAKIA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,SLOVAKIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,SLOVENIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,SOMALIA,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,SOMALIA,MALE,1
MASSACHUSETTS,MA,MASTER'S,SOUTH AFRICA,FEMALE,12
MASSACHUSETTS,MA,MASTER'S,SOUTH AFRICA,MALE,10
MASSACHUSETTS,MA,MASTER'S,SPAIN,FEMALE,32
MASSACHUSETTS,MA,MASTER'S,SPAIN,MALE,59
MASSACHUSETTS,MA,MASTER'S,SRI LANKA,FEMALE,5
MASSACHUSETTS,MA,MASTER'S,SRI LANKA,MALE,8
MASSACHUSETTS,MA,MASTER'S,STATELESS,MALE,1
MASSACHUSETTS,MA,MASTER'S,SUDAN,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,SUDAN,MALE,2
MASSACHUSETTS,MA,MASTER'S,SWAZILAND,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,SWAZILAND,MALE,2
MASSACHUSETTS,MA,MASTER'S,SWEDEN,FEMALE,11
MASSACHUSETTS,MA,MASTER'S,SWEDEN,MALE,13
MASSACHUSETTS,MA,MASTER'S,SWITZERLAND,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,SWITZERLAND,MALE,16
MASSACHUSETTS,MA,MASTER'S,SYRIA,FEMALE,3
MASSACHUSETTS,MA,MASTER'S,SYRIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,TAIWAN,FEMALE,197
MASSACHUSETTS,MA,MASTER'S,TAIWAN,MALE,195
MASSACHUSETTS,MA,MASTER'S,TANZANIA,FEMALE,5
MASSACHUSETTS,MA,MASTER'S,TANZANIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,THAILAND,FEMALE,53
MASSACHUSETTS,MA,MASTER'S,THAILAND,MALE,46
MASSACHUSETTS,MA,MASTER'S,TOGO,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,TOGO,MALE,1
MASSACHUSETTS,MA,MASTER'S,TRINIDAD AND TOBAGO,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,TRINIDAD AND TOBAGO,MALE,5
MASSACHUSETTS,MA,MASTER'S,TUNISIA,FEMALE,4
MASSACHUSETTS,MA,MASTER'S,TUNISIA,MALE,7
MASSACHUSETTS,MA,MASTER'S,TURKEY,FEMALE,50
MASSACHUSETTS,MA,MASTER'S,TURKEY,MALE,52
MASSACHUSETTS,MA,MASTER'S,TURKMENISTAN,MALE,1
MASSACHUSETTS,MA,MASTER'S,UGANDA,FEMALE,9
MASSACHUSETTS,MA,MASTER'S,UGANDA,MALE,7
MASSACHUSETTS,MA,MASTER'S,UKRAINE,FEMALE,6
MASSACHUSETTS,MA,MASTER'S,UKRAINE,MALE,4
MASSACHUSETTS,MA,MASTER'S,UNITED ARAB EMIRATES,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,UNITED ARAB EMIRATES,MALE,1
MASSACHUSETTS,MA,MASTER'S,UNITED KINGDOM,FEMALE,39
MASSACHUSETTS,MA,MASTER'S,UNITED KINGDOM,MALE,59
MASSACHUSETTS,MA,MASTER'S,URUGUAY,FEMALE,1
MASSACHUSETTS,MA,MASTER'S,URUGUAY,MALE,3
MASSACHUSETTS,MA,MASTER'S,UZBEKISTAN,FEMALE,2
MASSACHUSETTS,MA,MASTER'S,UZBEKISTAN,MALE,9
MASSACHUSETTS,MA,MASTER'S,VENEZUELA,FEMALE,17
MASSACHUSETTS,MA,MASTER'S,VENEZUELA,MALE,16
MASSACHUSETTS,MA,MASTER'S,VIETNAM,FEMALE,93
MASSACHUSETTS,MA,MASTER'S,VIETNAM,MALE,90
MASSACHUSETTS,MA,MASTER'S,YEMEN,MALE,3
MASSACHUSETTS,MA,MASTER'S,ZAMBIA,MALE,2
MASSACHUSETTS,MA,MASTER'S,ZIMBABWE,FEMALE,6
MASSACHUSETTS,MA,MASTER'S,ZIMBABWE,MALE,7
MASSACHUSETTS,MA,OTHER,ALGERIA,MALE,2
MASSACHUSETTS,MA,OTHER,ARGENTINA,MALE,1
MASSACHUSETTS,MA,OTHER,AZERBAIJAN,MALE,2
MASSACHUSETTS,MA,OTHER,BANGLADESH,FEMALE,2
MASSACHUSETTS,MA,OTHER,BANGLADESH,MALE,6
MASSACHUSETTS,MA,OTHER,BELGIUM,MALE,1
MASSACHUSETTS,MA,OTHER,BRAZIL,FEMALE,5
MASSACHUSETTS,MA,OTHER,BRAZIL,MALE,13
MASSACHUSETTS,MA,OTHER,BULGARIA,MALE,1
MASSACHUSETTS,MA,OTHER,CANADA,FEMALE,1
MASSACHUSETTS,MA,OTHER,CHILE,MALE,1
MASSACHUSETTS,MA,OTHER,CHINA,FEMALE,28
MASSACHUSETTS,MA,OTHER,CHINA,MALE,67
MASSACHUSETTS,MA,OTHER,COLOMBIA,FEMALE,2
MASSACHUSETTS,MA,OTHER,COLOMBIA,MALE,4
MASSACHUSETTS,MA,OTHER,DENMARK,MALE,1
MASSACHUSETTS,MA,OTHER,ECUADOR,MALE,2
MASSACHUSETTS,MA,OTHER,EGYPT,FEMALE,1
MASSACHUSETTS,MA,OTHER,EGYPT,MALE,1
MASSACHUSETTS,MA,OTHER,FRANCE,MALE,3
MASSACHUSETTS,MA,OTHER,GERMANY,FEMALE,1
MASSACHUSETTS,MA,OTHER,GERMANY,MALE,1
MASSACHUSETTS,MA,OTHER,GREECE,FEMALE,2
MASSACHUSETTS,MA,OTHER,GREECE,MALE,1
MASSACHUSETTS,MA,OTHER,HONG KONG,MALE,2
MASSACHUSETTS,MA,OTHER,INDIA,FEMALE,9
MASSACHUSETTS,MA,OTHER,INDIA,MALE,27
MASSACHUSETTS,MA,OTHER,INDONESIA,MALE,1
MASSACHUSETTS,MA,OTHER,IRAN,FEMALE,5
MASSACHUSETTS,MA,OTHER,IRAN,MALE,4
MASSACHUSETTS,MA,OTHER,IRELAND,FEMALE,1
MASSACHUSETTS,MA,OTHER,IRELAND,MALE,1
MASSACHUSETTS,MA,OTHER,ISRAEL,MALE,1
MASSACHUSETTS,MA,OTHER,ITALY,MALE,3
MASSACHUSETTS,MA,OTHER,JAPAN,FEMALE,3
MASSACHUSETTS,MA,OTHER,JAPAN,MALE,4
MASSACHUSETTS,MA,OTHER,JORDAN,MALE,1
MASSACHUSETTS,MA,OTHER,KENYA,FEMALE,2
MASSACHUSETTS,MA,OTHER,KENYA,MALE,1
MASSACHUSETTS,MA,OTHER,KYRGYZSTAN,FEMALE,1
MASSACHUSETTS,MA,OTHER,LIBYA,MALE,1
MASSACHUSETTS,MA,OTHER,MEXICO,FEMALE,1
MASSACHUSETTS,MA,OTHER,MEXICO,MALE,1
MASSACHUSETTS,MA,OTHER,NEPAL,FEMALE,1
MASSACHUSETTS,MA,OTHER,NEPAL,MALE,1
MASSACHUSETTS,MA,OTHER,NETHERLANDS,MALE,1
MASSACHUSETTS,MA,OTHER,NIGERIA,FEMALE,3
MASSACHUSETTS,MA,OTHER,NIGERIA,MALE,1
MASSACHUSETTS,MA,OTHER,NORWAY,MALE,2
MASSACHUSETTS,MA,OTHER,OMAN,FEMALE,1
MASSACHUSETTS,MA,OTHER,PAKISTAN,FEMALE,1
MASSACHUSETTS,MA,OTHER,PAKISTAN,MALE,1
MASSACHUSETTS,MA,OTHER,POLAND,FEMALE,1
MASSACHUSETTS,MA,OTHER,SOUTH KOREA,FEMALE,5
MASSACHUSETTS,MA,OTHER,SOUTH KOREA,MALE,8
MASSACHUSETTS,MA,OTHER,RUSSIA,FEMALE,1
MASSACHUSETTS,MA,OTHER,RUSSIA,MALE,2
MASSACHUSETTS,MA,OTHER,SAUDI ARABIA,MALE,3
MASSACHUSETTS,MA,OTHER,SINGAPORE,MALE,1
MASSACHUSETTS,MA,OTHER,SOUTH AFRICA,MALE,1
MASSACHUSETTS,MA,OTHER,SPAIN,FEMALE,1
MASSACHUSETTS,MA,OTHER,SRI LANKA,MALE,1
MASSACHUSETTS,MA,OTHER,SWEDEN,FEMALE,1
MASSACHUSETTS,MA,OTHER,TAIWAN,FEMALE,6
MASSACHUSETTS,MA,OTHER,TAIWAN,MALE,3
MASSACHUSETTS,MA,OTHER,THAILAND,FEMALE,4
MASSACHUSETTS,MA,OTHER,THAILAND,MALE,1
MASSACHUSETTS,MA,OTHER,TURKEY,FEMALE,5
MASSACHUSETTS,MA,OTHER,TURKEY,MALE,2
MASSACHUSETTS,MA,OTHER,UGANDA,MALE,1
MASSACHUSETTS,MA,OTHER,UKRAINE,FEMALE,2
MASSACHUSETTS,MA,OTHER,UNITED KINGDOM,FEMALE,1
MASSACHUSETTS,MA,OTHER,UNITED KINGDOM,MALE,3
MASSACHUSETTS,MA,OTHER,VIETNAM,FEMALE,2
MASSACHUSETTS,MA,OTHER,VIETNAM,MALE,2
MICHIGAN,MI,ASSOCIATE,ALBANIA,FEMALE,4
MICHIGAN,MI,ASSOCIATE,ALBANIA,MALE,4
MICHIGAN,MI,ASSOCIATE,ARGENTINA,MALE,1
MICHIGAN,MI,ASSOCIATE,ARMENIA,MALE,1
MICHIGAN,MI,ASSOCIATE,AUSTRALIA,MALE,1
MICHIGAN,MI,ASSOCIATE,BANGLADESH,FEMALE,2
MICHIGAN,MI,ASSOCIATE,BANGLADESH,MALE,9
MICHIGAN,MI,ASSOCIATE,BOLIVIA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,BRAZIL,FEMALE,5
MICHIGAN,MI,ASSOCIATE,BRAZIL,MALE,6
MICHIGAN,MI,ASSOCIATE,BURMA,FEMALE,2
MICHIGAN,MI,ASSOCIATE,CANADA,FEMALE,3
MICHIGAN,MI,ASSOCIATE,CANADA,MALE,2
MICHIGAN,MI,ASSOCIATE,CHILE,FEMALE,1
MICHIGAN,MI,ASSOCIATE,CHILE,MALE,1
MICHIGAN,MI,ASSOCIATE,CHINA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,CHINA,MALE,3
MICHIGAN,MI,ASSOCIATE,COLOMBIA,FEMALE,4
MICHIGAN,MI,ASSOCIATE,COLOMBIA,MALE,2
MICHIGAN,MI,ASSOCIATE,CONGO (KINSHASA),MALE,2
MICHIGAN,MI,ASSOCIATE,CUBA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,EGYPT,MALE,2
MICHIGAN,MI,ASSOCIATE,FRANCE,MALE,1
MICHIGAN,MI,ASSOCIATE,"GAMBIA, THE",MALE,1
MICHIGAN,MI,ASSOCIATE,GERMANY,MALE,1
MICHIGAN,MI,ASSOCIATE,GHANA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,GREECE,MALE,1
MICHIGAN,MI,ASSOCIATE,INDIA,FEMALE,2
MICHIGAN,MI,ASSOCIATE,INDIA,MALE,5
MICHIGAN,MI,ASSOCIATE,ISRAEL,MALE,1
MICHIGAN,MI,ASSOCIATE,JAMAICA,MALE,1
MICHIGAN,MI,ASSOCIATE,JAPAN,MALE,1
MICHIGAN,MI,ASSOCIATE,JORDAN,MALE,5
MICHIGAN,MI,ASSOCIATE,KAZAKHSTAN,MALE,1
MICHIGAN,MI,ASSOCIATE,KENYA,MALE,3
MICHIGAN,MI,ASSOCIATE,KUWAIT,FEMALE,1
MICHIGAN,MI,ASSOCIATE,KUWAIT,MALE,3
MICHIGAN,MI,ASSOCIATE,LEBANON,FEMALE,1
MICHIGAN,MI,ASSOCIATE,LEBANON,MALE,14
MICHIGAN,MI,ASSOCIATE,LIBYA,MALE,1
MICHIGAN,MI,ASSOCIATE,MACEDONIA,MALE,2
MICHIGAN,MI,ASSOCIATE,MALAYSIA,MALE,1
MICHIGAN,MI,ASSOCIATE,MEXICO,FEMALE,2
MICHIGAN,MI,ASSOCIATE,MEXICO,MALE,5
MICHIGAN,MI,ASSOCIATE,NEPAL,MALE,1
MICHIGAN,MI,ASSOCIATE,NIGERIA,FEMALE,5
MICHIGAN,MI,ASSOCIATE,NIGERIA,MALE,22
MICHIGAN,MI,ASSOCIATE,PAKISTAN,MALE,4
MICHIGAN,MI,ASSOCIATE,PANAMA,MALE,1
MICHIGAN,MI,ASSOCIATE,PHILIPPINES,FEMALE,1
MICHIGAN,MI,ASSOCIATE,PHILIPPINES,MALE,2
MICHIGAN,MI,ASSOCIATE,SOUTH KOREA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,SOUTH KOREA,MALE,4
MICHIGAN,MI,ASSOCIATE,ROMANIA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,ROMANIA,MALE,2
MICHIGAN,MI,ASSOCIATE,RUSSIA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,RUSSIA,MALE,2
MICHIGAN,MI,ASSOCIATE,RWANDA,FEMALE,1
MICHIGAN,MI,ASSOCIATE,SAUDI ARABIA,FEMALE,3
MICHIGAN,MI,ASSOCIATE,SAUDI ARABIA,MALE,9
MICHIGAN,MI,ASSOCIATE,SENEGAL,MALE,1
MICHIGAN,MI,ASSOCIATE,SOUTH AFRICA,MALE,1
MICHIGAN,MI,ASSOCIATE,TAIWAN,FEMALE,1
MICHIGAN,MI,ASSOCIATE,UKRAINE,FEMALE,1
MICHIGAN,MI,ASSOCIATE,UKRAINE,MALE,1
MICHIGAN,MI,ASSOCIATE,UNITED KINGDOM,MALE,6
MICHIGAN,MI,ASSOCIATE,VIETNAM,FEMALE,8
MICHIGAN,MI,ASSOCIATE,VIETNAM,MALE,11
MICHIGAN,MI,ASSOCIATE,WEST BANK,MALE,1
MICHIGAN,MI,ASSOCIATE,YEMEN,MALE,3
MICHIGAN,MI,ASSOCIATE,ZIMBABWE,MALE,1
MICHIGAN,MI,BACHELOR'S,ALBANIA,FEMALE,17
MICHIGAN,MI,BACHELOR'S,ALBANIA,MALE,5
MICHIGAN,MI,BACHELOR'S,ALGERIA,MALE,1
MICHIGAN,MI,BACHELOR'S,ANGOLA,MALE,4
MICHIGAN,MI,BACHELOR'S,ARGENTINA,FEMALE,1
MICHIGAN,MI,BACHELOR'S,ARGENTINA,MALE,4
MICHIGAN,MI,BACHELOR'S,ARMENIA,MALE,1
MICHIGAN,MI,BACHELOR'S,AUSTRALIA,FEMALE,6
MICHIGAN,MI,BACHELOR'S,AUSTRALIA,MALE,9
MICHIGAN,MI,BACHELOR'S,AUSTRIA,FEMALE,2
MICHIGAN,MI,BACHELOR'S,AZERBAIJAN,MALE,1
MICHIGAN,MI,BACHELOR'S,"BAHAMAS, THE",FEMALE,6
MICHIGAN,MI,BACHELOR'S,"BAHAMAS, THE",MALE,7
MICHIGAN,MI,BACHELOR'S,BAHRAIN,MALE,2
MICHIGAN,MI,BACHELOR'S,BANGLADESH,FEMALE,31
MICHIGAN,MI,BACHELOR'S,BANGLADESH,MALE,79
MICHIGAN,MI,BACHELOR'S,BARBADOS,MALE,1
MICHIGAN,MI,BACHELOR'S,BELARUS,FEMALE,1
MICHIGAN,MI,BACHELOR'S,BELARUS,MALE,3
MICHIGAN,MI,BACHELOR'S,BELGIUM,MALE,1
MICHIGAN,MI,BACHELOR'S,BELIZE,FEMALE,2
MICHIGAN,MI,BACHELOR'S,BENIN,FEMALE,1
MICHIGAN,MI,BACHELOR'S,BERMUDA,MALE,1
MICHIGAN,MI,BACHELOR'S,BOLIVIA,FEMALE,2
MICHIGAN,MI,BACHELOR'S,BOLIVIA,MALE,4
MICHIGAN,MI,BACHELOR'S,BOTSWANA,FEMALE,1
MICHIGAN,MI,BACHELOR'S,BOTSWANA,MALE,7
MICHIGAN,MI,BACHELOR'S,BRAZIL,FEMALE,14
MICHIGAN,MI,BACHELOR'S,BRAZIL,MALE,46
MICHIGAN,MI,BACHELOR'S,BRUNEI,MALE,1
MICHIGAN,MI,BACHELOR'S,BULGARIA,MALE,3
MICHIGAN,MI,BACHELOR'S,BURKINA FASO,FEMALE,1
MICHIGAN,MI,BACHELOR'S,BURMA,FEMALE,2
MICHIGAN,MI,BACHELOR'S,BURMA,MALE,5
MICHIGAN,MI,BACHELOR'S,BURUNDI,MALE,1
MICHIGAN,MI,BACHELOR'S,CAMBODIA,FEMALE,1
MICHIGAN,MI,BACHELOR'S,CAMEROON,FEMALE,4
MICHIGAN,MI,BACHELOR'S,CAMEROON,MALE,4
MICHIGAN,MI,BACHELOR'S,CANADA,FEMALE,95
MICHIGAN,MI,BACHELOR'S,CANADA,MALE,138
MICHIGAN,MI,BACHELOR'S,CAYMAN ISLANDS,MALE,1
MICHIGAN,MI,BACHELOR'S,CHILE,MALE,5
MICHIGAN,MI,BACHELOR'S,CHINA,FEMALE,498
