State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
MINNESOTA,MN,MASTER'S,VENEZUELA,MALE,4
MINNESOTA,MN,MASTER'S,VIETNAM,FEMALE,4
MINNESOTA,MN,MASTER'S,VIETNAM,MALE,9
MINNESOTA,MN,MASTER'S,YEMEN,MALE,1
MINNESOTA,MN,MASTER'S,ZIMBABWE,FEMALE,2
MINNESOTA,MN,OTHER,CHINA,FEMALE,4
MINNESOTA,MN,OTHER,CHINA,MALE,2
MINNESOTA,MN,OTHER,GERMANY,FEMALE,1
MINNESOTA,MN,OTHER,HONG KONG,MALE,1
MINNESOTA,MN,OTHER,NIGERIA,MALE,1
MINNESOTA,MN,OTHER,SOUTH AFRICA,MALE,1
MINNESOTA,MN,OTHER,TAIWAN,FEMALE,6
MINNESOTA,MN,OTHER,TAIWAN,MALE,12
MINNESOTA,MN,OTHER,UGANDA,MALE,2
MINNESOTA,MN,OTHER,VIETNAM,FEMALE,1
MINNESOTA,MN,SECONDARY,CHINA,FEMALE,1
MINNESOTA,MN,SECONDARY,SOUTH KOREA,FEMALE,1
MINNESOTA,MN,SECONDARY,TAIWAN,MALE,1
MINNESOTA,MN,SECONDARY,VIETNAM,MALE,1
MISSOURI,MO,ASSOCIATE,ALBANIA,FEMALE,1
MISSOURI,MO,ASSOCIATE,BOSNIA AND HERZEGOVINA,MALE,1
MISSOURI,MO,ASSOCIATE,BRAZIL,FEMALE,2
MISSOURI,MO,ASSOCIATE,BRAZIL,MALE,2
MISSOURI,MO,ASSOCIATE,CAMEROON,FEMALE,1
MISSOURI,MO,ASSOCIATE,CANADA,MALE,1
MISSOURI,MO,ASSOCIATE,CHINA,FEMALE,3
MISSOURI,MO,ASSOCIATE,CHINA,MALE,5
MISSOURI,MO,ASSOCIATE,CONGO (BRAZZAVILLE),MALE,1
MISSOURI,MO,ASSOCIATE,CONGO (KINSHASA),MALE,1
MISSOURI,MO,ASSOCIATE,EGYPT,MALE,1
MISSOURI,MO,ASSOCIATE,GUATEMALA,MALE,1
MISSOURI,MO,ASSOCIATE,GUINEA,MALE,2
MISSOURI,MO,ASSOCIATE,HAITI,MALE,1
MISSOURI,MO,ASSOCIATE,HONDURAS,MALE,2
MISSOURI,MO,ASSOCIATE,INDIA,FEMALE,6
MISSOURI,MO,ASSOCIATE,INDIA,MALE,7
MISSOURI,MO,ASSOCIATE,JAMAICA,MALE,1
MISSOURI,MO,ASSOCIATE,JORDAN,MALE,1
MISSOURI,MO,ASSOCIATE,KENYA,FEMALE,1
MISSOURI,MO,ASSOCIATE,KENYA,MALE,5
MISSOURI,MO,ASSOCIATE,KYRGYZSTAN,MALE,1
MISSOURI,MO,ASSOCIATE,MALI,MALE,1
MISSOURI,MO,ASSOCIATE,MEXICO,FEMALE,1
MISSOURI,MO,ASSOCIATE,MONGOLIA,MALE,1
MISSOURI,MO,ASSOCIATE,NEPAL,FEMALE,1
MISSOURI,MO,ASSOCIATE,NEPAL,MALE,3
MISSOURI,MO,ASSOCIATE,NIGERIA,FEMALE,1
MISSOURI,MO,ASSOCIATE,NIGERIA,MALE,2
MISSOURI,MO,ASSOCIATE,PAKISTAN,MALE,1
MISSOURI,MO,ASSOCIATE,PARAGUAY,MALE,1
MISSOURI,MO,ASSOCIATE,SAUDI ARABIA,MALE,2
MISSOURI,MO,ASSOCIATE,SENEGAL,MALE,1
MISSOURI,MO,ASSOCIATE,SOUTH KOREA,MALE,9
MISSOURI,MO,ASSOCIATE,SPAIN,FEMALE,1
MISSOURI,MO,ASSOCIATE,SYRIA,MALE,1
MISSOURI,MO,ASSOCIATE,TAIWAN,MALE,1
MISSOURI,MO,ASSOCIATE,TANZANIA,FEMALE,2
MISSOURI,MO,ASSOCIATE,TANZANIA,MALE,1
MISSOURI,MO,ASSOCIATE,TURKEY,MALE,3
MISSOURI,MO,ASSOCIATE,UKRAINE,MALE,1
MISSOURI,MO,ASSOCIATE,VENEZUELA,FEMALE,2
MISSOURI,MO,ASSOCIATE,VENEZUELA,MALE,3
MISSOURI,MO,ASSOCIATE,VIETNAM,FEMALE,2
MISSOURI,MO,ASSOCIATE,VIETNAM,MALE,8
MISSOURI,MO,ASSOCIATE,YEMEN,MALE,2
MISSOURI,MO,ASSOCIATE,ZAMBIA,FEMALE,1
MISSOURI,MO,ASSOCIATE,ZAMBIA,MALE,2
MISSOURI,MO,BACHELOR'S,AFGHANISTAN,FEMALE,2
MISSOURI,MO,BACHELOR'S,AFGHANISTAN,MALE,1
MISSOURI,MO,BACHELOR'S,ALBANIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,ALBANIA,MALE,1
MISSOURI,MO,BACHELOR'S,ALGERIA,MALE,2
MISSOURI,MO,BACHELOR'S,ANGOLA,MALE,2
MISSOURI,MO,BACHELOR'S,ANTIGUA AND BARBUDA,FEMALE,1
MISSOURI,MO,BACHELOR'S,ANTIGUA AND BARBUDA,MALE,1
MISSOURI,MO,BACHELOR'S,AUSTRALIA,FEMALE,3
MISSOURI,MO,BACHELOR'S,AUSTRALIA,MALE,3
MISSOURI,MO,BACHELOR'S,AUSTRIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,AUSTRIA,MALE,1
MISSOURI,MO,BACHELOR'S,AZERBAIJAN,MALE,2
MISSOURI,MO,BACHELOR'S,"BAHAMAS, THE",FEMALE,2
MISSOURI,MO,BACHELOR'S,"BAHAMAS, THE",MALE,7
MISSOURI,MO,BACHELOR'S,BAHRAIN,MALE,1
MISSOURI,MO,BACHELOR'S,BANGLADESH,FEMALE,10
MISSOURI,MO,BACHELOR'S,BANGLADESH,MALE,25
MISSOURI,MO,BACHELOR'S,BARBADOS,MALE,2
MISSOURI,MO,BACHELOR'S,BELARUS,FEMALE,1
MISSOURI,MO,BACHELOR'S,BELGIUM,MALE,1
MISSOURI,MO,BACHELOR'S,BELIZE,FEMALE,4
MISSOURI,MO,BACHELOR'S,BELIZE,MALE,4
MISSOURI,MO,BACHELOR'S,BENIN,MALE,2
MISSOURI,MO,BACHELOR'S,BHUTAN,FEMALE,1
MISSOURI,MO,BACHELOR'S,BOLIVIA,FEMALE,2
MISSOURI,MO,BACHELOR'S,BOLIVIA,MALE,4
MISSOURI,MO,BACHELOR'S,BOSNIA AND HERZEGOVINA,FEMALE,1
MISSOURI,MO,BACHELOR'S,BOSNIA AND HERZEGOVINA,MALE,2
MISSOURI,MO,BACHELOR'S,BRAZIL,FEMALE,14
MISSOURI,MO,BACHELOR'S,BRAZIL,MALE,16
MISSOURI,MO,BACHELOR'S,BRITISH VIRGIN ISLANDS,FEMALE,2
MISSOURI,MO,BACHELOR'S,BRITISH VIRGIN ISLANDS,MALE,1
MISSOURI,MO,BACHELOR'S,BULGARIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,BULGARIA,MALE,1
MISSOURI,MO,BACHELOR'S,BURKINA FASO,MALE,1
MISSOURI,MO,BACHELOR'S,BURMA,FEMALE,4
MISSOURI,MO,BACHELOR'S,BURMA,MALE,6
MISSOURI,MO,BACHELOR'S,CAMEROON,FEMALE,2
MISSOURI,MO,BACHELOR'S,CANADA,FEMALE,19
MISSOURI,MO,BACHELOR'S,CANADA,MALE,15
MISSOURI,MO,BACHELOR'S,CENTRAL AFRICAN REPUBLIC,MALE,1
MISSOURI,MO,BACHELOR'S,CHILE,FEMALE,1
MISSOURI,MO,BACHELOR'S,CHILE,MALE,2
MISSOURI,MO,BACHELOR'S,CHINA,FEMALE,228
MISSOURI,MO,BACHELOR'S,CHINA,MALE,528
MISSOURI,MO,BACHELOR'S,COLOMBIA,FEMALE,7
MISSOURI,MO,BACHELOR'S,COLOMBIA,MALE,3
MISSOURI,MO,BACHELOR'S,CONGO (KINSHASA),FEMALE,1
MISSOURI,MO,BACHELOR'S,CONGO (KINSHASA),MALE,1
MISSOURI,MO,BACHELOR'S,COSTA RICA,MALE,2
MISSOURI,MO,BACHELOR'S,COTE D'IVOIRE,FEMALE,2
MISSOURI,MO,BACHELOR'S,COTE D'IVOIRE,MALE,2
MISSOURI,MO,BACHELOR'S,CROATIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,CUBA,MALE,1
MISSOURI,MO,BACHELOR'S,CURACAO,MALE,1
MISSOURI,MO,BACHELOR'S,CZECH REPUBLIC,FEMALE,1
MISSOURI,MO,BACHELOR'S,CZECH REPUBLIC,MALE,3
MISSOURI,MO,BACHELOR'S,ECUADOR,FEMALE,6
MISSOURI,MO,BACHELOR'S,ECUADOR,MALE,4
MISSOURI,MO,BACHELOR'S,EGYPT,FEMALE,1
MISSOURI,MO,BACHELOR'S,EGYPT,MALE,6
MISSOURI,MO,BACHELOR'S,EL SALVADOR,MALE,2
MISSOURI,MO,BACHELOR'S,EQUATORIAL GUINEA,MALE,1
MISSOURI,MO,BACHELOR'S,ETHIOPIA,FEMALE,6
MISSOURI,MO,BACHELOR'S,ETHIOPIA,MALE,7
MISSOURI,MO,BACHELOR'S,FIJI,FEMALE,1
MISSOURI,MO,BACHELOR'S,FINLAND,FEMALE,2
MISSOURI,MO,BACHELOR'S,FINLAND,MALE,2
MISSOURI,MO,BACHELOR'S,FRANCE,FEMALE,3
MISSOURI,MO,BACHELOR'S,FRANCE,MALE,10
MISSOURI,MO,BACHELOR'S,GABON,MALE,1
MISSOURI,MO,BACHELOR'S,"GAMBIA, THE",FEMALE,3
MISSOURI,MO,BACHELOR'S,"GAMBIA, THE",MALE,2
MISSOURI,MO,BACHELOR'S,GERMANY,FEMALE,9
MISSOURI,MO,BACHELOR'S,GERMANY,MALE,8
MISSOURI,MO,BACHELOR'S,GHANA,FEMALE,5
MISSOURI,MO,BACHELOR'S,GHANA,MALE,9
MISSOURI,MO,BACHELOR'S,GREECE,FEMALE,2
MISSOURI,MO,BACHELOR'S,GREECE,MALE,1
MISSOURI,MO,BACHELOR'S,GUATEMALA,FEMALE,1
MISSOURI,MO,BACHELOR'S,GUATEMALA,MALE,1
MISSOURI,MO,BACHELOR'S,HAITI,MALE,2
MISSOURI,MO,BACHELOR'S,HONDURAS,FEMALE,3
MISSOURI,MO,BACHELOR'S,HONDURAS,MALE,5
MISSOURI,MO,BACHELOR'S,HONG KONG,FEMALE,1
MISSOURI,MO,BACHELOR'S,HONG KONG,MALE,4
MISSOURI,MO,BACHELOR'S,INDIA,FEMALE,25
MISSOURI,MO,BACHELOR'S,INDIA,MALE,86
MISSOURI,MO,BACHELOR'S,INDONESIA,MALE,4
MISSOURI,MO,BACHELOR'S,IRAN,FEMALE,4
MISSOURI,MO,BACHELOR'S,IRAN,MALE,2
MISSOURI,MO,BACHELOR'S,IRAQ,MALE,2
MISSOURI,MO,BACHELOR'S,ISRAEL,FEMALE,1
MISSOURI,MO,BACHELOR'S,ISRAEL,MALE,2
MISSOURI,MO,BACHELOR'S,ITALY,MALE,5
MISSOURI,MO,BACHELOR'S,JAMAICA,FEMALE,3
MISSOURI,MO,BACHELOR'S,JAMAICA,MALE,10
MISSOURI,MO,BACHELOR'S,JAPAN,FEMALE,9
MISSOURI,MO,BACHELOR'S,JAPAN,MALE,12
MISSOURI,MO,BACHELOR'S,JORDAN,MALE,4
MISSOURI,MO,BACHELOR'S,KAZAKHSTAN,FEMALE,1
MISSOURI,MO,BACHELOR'S,KENYA,FEMALE,8
MISSOURI,MO,BACHELOR'S,KENYA,MALE,18
MISSOURI,MO,BACHELOR'S,KUWAIT,FEMALE,8
MISSOURI,MO,BACHELOR'S,KUWAIT,MALE,48
MISSOURI,MO,BACHELOR'S,LAOS,MALE,1
MISSOURI,MO,BACHELOR'S,LATVIA,MALE,2
MISSOURI,MO,BACHELOR'S,LEBANON,FEMALE,1
MISSOURI,MO,BACHELOR'S,LEBANON,MALE,1
MISSOURI,MO,BACHELOR'S,LIBYA,FEMALE,2
MISSOURI,MO,BACHELOR'S,LIBYA,MALE,2
MISSOURI,MO,BACHELOR'S,LITHUANIA,MALE,2
MISSOURI,MO,BACHELOR'S,MACEDONIA,MALE,1
MISSOURI,MO,BACHELOR'S,MALAYSIA,FEMALE,8
MISSOURI,MO,BACHELOR'S,MALAYSIA,MALE,10
MISSOURI,MO,BACHELOR'S,MALDIVES,FEMALE,1
MISSOURI,MO,BACHELOR'S,MALI,MALE,2
MISSOURI,MO,BACHELOR'S,MEXICO,FEMALE,3
MISSOURI,MO,BACHELOR'S,MEXICO,MALE,9
MISSOURI,MO,BACHELOR'S,MONGOLIA,FEMALE,3
MISSOURI,MO,BACHELOR'S,MONGOLIA,MALE,7
MISSOURI,MO,BACHELOR'S,MONTENEGRO,MALE,1
MISSOURI,MO,BACHELOR'S,MOROCCO,FEMALE,2
MISSOURI,MO,BACHELOR'S,NAMIBIA,MALE,1
MISSOURI,MO,BACHELOR'S,NEPAL,FEMALE,63
MISSOURI,MO,BACHELOR'S,NEPAL,MALE,166
MISSOURI,MO,BACHELOR'S,NETHERLANDS,FEMALE,4
MISSOURI,MO,BACHELOR'S,NETHERLANDS,MALE,3
MISSOURI,MO,BACHELOR'S,NEW ZEALAND,FEMALE,1
MISSOURI,MO,BACHELOR'S,NEW ZEALAND,MALE,3
MISSOURI,MO,BACHELOR'S,NICARAGUA,FEMALE,2
MISSOURI,MO,BACHELOR'S,NICARAGUA,MALE,2
MISSOURI,MO,BACHELOR'S,NIGERIA,FEMALE,6
MISSOURI,MO,BACHELOR'S,NIGERIA,MALE,17
MISSOURI,MO,BACHELOR'S,NORWAY,MALE,2
MISSOURI,MO,BACHELOR'S,OMAN,FEMALE,2
MISSOURI,MO,BACHELOR'S,OMAN,MALE,13
MISSOURI,MO,BACHELOR'S,PAKISTAN,FEMALE,4
MISSOURI,MO,BACHELOR'S,PAKISTAN,MALE,8
MISSOURI,MO,BACHELOR'S,PANAMA,FEMALE,1
MISSOURI,MO,BACHELOR'S,PANAMA,MALE,6
MISSOURI,MO,BACHELOR'S,PERU,FEMALE,2
MISSOURI,MO,BACHELOR'S,PERU,MALE,2
MISSOURI,MO,BACHELOR'S,PHILIPPINES,FEMALE,1
MISSOURI,MO,BACHELOR'S,PHILIPPINES,MALE,1
MISSOURI,MO,BACHELOR'S,POLAND,FEMALE,1
MISSOURI,MO,BACHELOR'S,POLAND,MALE,1
MISSOURI,MO,BACHELOR'S,PORTUGAL,MALE,1
MISSOURI,MO,BACHELOR'S,ROMANIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,ROMANIA,MALE,1
MISSOURI,MO,BACHELOR'S,RUSSIA,FEMALE,5
MISSOURI,MO,BACHELOR'S,RUSSIA,MALE,3
MISSOURI,MO,BACHELOR'S,RWANDA,FEMALE,3
MISSOURI,MO,BACHELOR'S,RWANDA,MALE,2
MISSOURI,MO,BACHELOR'S,SAINT KITTS AND NEVIS,FEMALE,1
MISSOURI,MO,BACHELOR'S,SAINT LUCIA,MALE,1
MISSOURI,MO,BACHELOR'S,SAUDI ARABIA,FEMALE,53
MISSOURI,MO,BACHELOR'S,SAUDI ARABIA,MALE,537
MISSOURI,MO,BACHELOR'S,SENEGAL,FEMALE,1
MISSOURI,MO,BACHELOR'S,SENEGAL,MALE,1
MISSOURI,MO,BACHELOR'S,SERBIA,FEMALE,2
MISSOURI,MO,BACHELOR'S,SERBIA,MALE,8
MISSOURI,MO,BACHELOR'S,SIERRA LEONE,FEMALE,1
MISSOURI,MO,BACHELOR'S,SIERRA LEONE,MALE,1
MISSOURI,MO,BACHELOR'S,SINGAPORE,FEMALE,5
MISSOURI,MO,BACHELOR'S,SINGAPORE,MALE,4
MISSOURI,MO,BACHELOR'S,SOMALIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,SOMALIA,MALE,1
MISSOURI,MO,BACHELOR'S,SOUTH AFRICA,MALE,2
MISSOURI,MO,BACHELOR'S,SOUTH KOREA,FEMALE,47
MISSOURI,MO,BACHELOR'S,SOUTH KOREA,MALE,53
MISSOURI,MO,BACHELOR'S,SOUTH SUDAN,FEMALE,1
MISSOURI,MO,BACHELOR'S,SPAIN,FEMALE,10
MISSOURI,MO,BACHELOR'S,SPAIN,MALE,26
MISSOURI,MO,BACHELOR'S,SRI LANKA,FEMALE,21
MISSOURI,MO,BACHELOR'S,SRI LANKA,MALE,45
MISSOURI,MO,BACHELOR'S,STATELESS,FEMALE,1
MISSOURI,MO,BACHELOR'S,SUDAN,MALE,1
MISSOURI,MO,BACHELOR'S,SWAZILAND,FEMALE,1
MISSOURI,MO,BACHELOR'S,SWEDEN,FEMALE,3
MISSOURI,MO,BACHELOR'S,SWITZERLAND,MALE,3
MISSOURI,MO,BACHELOR'S,SYRIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,SYRIA,MALE,1
MISSOURI,MO,BACHELOR'S,TAIWAN,FEMALE,2
MISSOURI,MO,BACHELOR'S,TAIWAN,MALE,3
MISSOURI,MO,BACHELOR'S,TANZANIA,FEMALE,1
MISSOURI,MO,BACHELOR'S,TANZANIA,MALE,3
MISSOURI,MO,BACHELOR'S,THAILAND,FEMALE,13
MISSOURI,MO,BACHELOR'S,THAILAND,MALE,11
MISSOURI,MO,BACHELOR'S,TIMOR-LESTE,FEMALE,3
MISSOURI,MO,BACHELOR'S,TOGO,FEMALE,3
MISSOURI,MO,BACHELOR'S,TOGO,MALE,3
MISSOURI,MO,BACHELOR'S,TRINIDAD AND TOBAGO,FEMALE,1
MISSOURI,MO,BACHELOR'S,TRINIDAD AND TOBAGO,MALE,1
MISSOURI,MO,BACHELOR'S,TURKEY,FEMALE,1
MISSOURI,MO,BACHELOR'S,TURKEY,MALE,15
MISSOURI,MO,BACHELOR'S,TURKMENISTAN,FEMALE,1
MISSOURI,MO,BACHELOR'S,UGANDA,FEMALE,3
MISSOURI,MO,BACHELOR'S,UGANDA,MALE,2
MISSOURI,MO,BACHELOR'S,UKRAINE,FEMALE,1
MISSOURI,MO,BACHELOR'S,UKRAINE,MALE,2
MISSOURI,MO,BACHELOR'S,UNITED ARAB EMIRATES,FEMALE,1
MISSOURI,MO,BACHELOR'S,UNITED ARAB EMIRATES,MALE,9
MISSOURI,MO,BACHELOR'S,UNITED KINGDOM,FEMALE,6
MISSOURI,MO,BACHELOR'S,UNITED KINGDOM,MALE,8
MISSOURI,MO,BACHELOR'S,URUGUAY,MALE,2
MISSOURI,MO,BACHELOR'S,UZBEKISTAN,FEMALE,3
MISSOURI,MO,BACHELOR'S,UZBEKISTAN,MALE,5
MISSOURI,MO,BACHELOR'S,VENEZUELA,FEMALE,11
MISSOURI,MO,BACHELOR'S,VENEZUELA,MALE,24
MISSOURI,MO,BACHELOR'S,VIETNAM,FEMALE,15
MISSOURI,MO,BACHELOR'S,VIETNAM,MALE,29
MISSOURI,MO,BACHELOR'S,YEMEN,MALE,3
MISSOURI,MO,BACHELOR'S,ZAMBIA,FEMALE,2
MISSOURI,MO,BACHELOR'S,ZIMBABWE,FEMALE,7
MISSOURI,MO,BACHELOR'S,ZIMBABWE,MALE,4
MISSOURI,MO,DOCTORATE,AFGHANISTAN,MALE,1
MISSOURI,MO,DOCTORATE,ALGERIA,MALE,1
MISSOURI,MO,DOCTORATE,"BAHAMAS, THE",MALE,1
MISSOURI,MO,DOCTORATE,BANGLADESH,FEMALE,4
MISSOURI,MO,DOCTORATE,BANGLADESH,MALE,29
MISSOURI,MO,DOCTORATE,BELARUS,FEMALE,1
MISSOURI,MO,DOCTORATE,BHUTAN,MALE,1
MISSOURI,MO,DOCTORATE,BOLIVIA,FEMALE,3
MISSOURI,MO,DOCTORATE,BOTSWANA,FEMALE,1
MISSOURI,MO,DOCTORATE,BOTSWANA,MALE,1
MISSOURI,MO,DOCTORATE,BRAZIL,FEMALE,3
MISSOURI,MO,DOCTORATE,BRAZIL,MALE,7
MISSOURI,MO,DOCTORATE,BULGARIA,MALE,1
MISSOURI,MO,DOCTORATE,BURMA,FEMALE,2
MISSOURI,MO,DOCTORATE,BURMA,MALE,1
MISSOURI,MO,DOCTORATE,CANADA,FEMALE,1
MISSOURI,MO,DOCTORATE,CANADA,MALE,9
MISSOURI,MO,DOCTORATE,CHILE,FEMALE,1
MISSOURI,MO,DOCTORATE,CHINA,FEMALE,263
MISSOURI,MO,DOCTORATE,CHINA,MALE,508
MISSOURI,MO,DOCTORATE,COLOMBIA,FEMALE,2
MISSOURI,MO,DOCTORATE,COLOMBIA,MALE,3
MISSOURI,MO,DOCTORATE,CONGO (KINSHASA),MALE,1
MISSOURI,MO,DOCTORATE,COSTA RICA,MALE,1
MISSOURI,MO,DOCTORATE,COTE D'IVOIRE,MALE,2
MISSOURI,MO,DOCTORATE,CROATIA,FEMALE,1
MISSOURI,MO,DOCTORATE,CYPRUS,MALE,1
MISSOURI,MO,DOCTORATE,DENMARK,FEMALE,1
MISSOURI,MO,DOCTORATE,ECUADOR,FEMALE,3
MISSOURI,MO,DOCTORATE,EGYPT,FEMALE,3
MISSOURI,MO,DOCTORATE,EGYPT,MALE,12
MISSOURI,MO,DOCTORATE,ETHIOPIA,MALE,2
MISSOURI,MO,DOCTORATE,FRANCE,FEMALE,1
MISSOURI,MO,DOCTORATE,FRANCE,MALE,2
MISSOURI,MO,DOCTORATE,"GAMBIA, THE",FEMALE,1
MISSOURI,MO,DOCTORATE,GAZA STRIP,FEMALE,1
MISSOURI,MO,DOCTORATE,GEORGIA,FEMALE,2
MISSOURI,MO,DOCTORATE,GERMANY,FEMALE,3
MISSOURI,MO,DOCTORATE,GERMANY,MALE,1
MISSOURI,MO,DOCTORATE,GHANA,FEMALE,3
MISSOURI,MO,DOCTORATE,GHANA,MALE,17
MISSOURI,MO,DOCTORATE,GREECE,MALE,1
MISSOURI,MO,DOCTORATE,GUATEMALA,MALE,1
MISSOURI,MO,DOCTORATE,GUYANA,FEMALE,1
MISSOURI,MO,DOCTORATE,HONG KONG,FEMALE,1
MISSOURI,MO,DOCTORATE,HONG KONG,MALE,2
MISSOURI,MO,DOCTORATE,HUNGARY,FEMALE,2
MISSOURI,MO,DOCTORATE,INDIA,FEMALE,68
MISSOURI,MO,DOCTORATE,INDIA,MALE,192
MISSOURI,MO,DOCTORATE,INDONESIA,MALE,1
MISSOURI,MO,DOCTORATE,IRAN,FEMALE,47
MISSOURI,MO,DOCTORATE,IRAN,MALE,71
MISSOURI,MO,DOCTORATE,IRAQ,FEMALE,2
MISSOURI,MO,DOCTORATE,IRAQ,MALE,7
MISSOURI,MO,DOCTORATE,ISRAEL,FEMALE,1
MISSOURI,MO,DOCTORATE,ISRAEL,MALE,1
MISSOURI,MO,DOCTORATE,ITALY,FEMALE,4
MISSOURI,MO,DOCTORATE,ITALY,MALE,5
MISSOURI,MO,DOCTORATE,JAMAICA,FEMALE,1
MISSOURI,MO,DOCTORATE,JAPAN,FEMALE,1
MISSOURI,MO,DOCTORATE,JAPAN,MALE,4
MISSOURI,MO,DOCTORATE,JORDAN,FEMALE,2
MISSOURI,MO,DOCTORATE,JORDAN,MALE,5
MISSOURI,MO,DOCTORATE,KAZAKHSTAN,MALE,1
MISSOURI,MO,DOCTORATE,KENYA,FEMALE,2
MISSOURI,MO,DOCTORATE,KENYA,MALE,2
MISSOURI,MO,DOCTORATE,KUWAIT,MALE,2
MISSOURI,MO,DOCTORATE,LEBANON,FEMALE,1
MISSOURI,MO,DOCTORATE,LIBYA,FEMALE,3
MISSOURI,MO,DOCTORATE,LIBYA,MALE,39
MISSOURI,MO,DOCTORATE,MADAGASCAR,MALE,2
MISSOURI,MO,DOCTORATE,MALAYSIA,FEMALE,1
MISSOURI,MO,DOCTORATE,MALAYSIA,MALE,3
MISSOURI,MO,DOCTORATE,MEXICO,FEMALE,2
MISSOURI,MO,DOCTORATE,MEXICO,MALE,8
MISSOURI,MO,DOCTORATE,MONGOLIA,FEMALE,1
MISSOURI,MO,DOCTORATE,MOROCCO,FEMALE,1
MISSOURI,MO,DOCTORATE,MOROCCO,MALE,1
MISSOURI,MO,DOCTORATE,NEPAL,FEMALE,5
MISSOURI,MO,DOCTORATE,NEPAL,MALE,46
MISSOURI,MO,DOCTORATE,NETHERLANDS,FEMALE,1
MISSOURI,MO,DOCTORATE,NIGERIA,FEMALE,2
MISSOURI,MO,DOCTORATE,NIGERIA,MALE,15
MISSOURI,MO,DOCTORATE,PAKISTAN,FEMALE,1
MISSOURI,MO,DOCTORATE,PAKISTAN,MALE,9
MISSOURI,MO,DOCTORATE,PAPUA NEW GUINEA,FEMALE,1
MISSOURI,MO,DOCTORATE,PERU,FEMALE,3
MISSOURI,MO,DOCTORATE,PERU,MALE,1
MISSOURI,MO,DOCTORATE,PHILIPPINES,MALE,1
MISSOURI,MO,DOCTORATE,ROMANIA,MALE,1
MISSOURI,MO,DOCTORATE,RUSSIA,FEMALE,3
MISSOURI,MO,DOCTORATE,RUSSIA,MALE,4
MISSOURI,MO,DOCTORATE,RWANDA,MALE,2
MISSOURI,MO,DOCTORATE,SAINT LUCIA,MALE,1
MISSOURI,MO,DOCTORATE,SAUDI ARABIA,FEMALE,12
MISSOURI,MO,DOCTORATE,SAUDI ARABIA,MALE,41
MISSOURI,MO,DOCTORATE,SERBIA,FEMALE,1
MISSOURI,MO,DOCTORATE,SINGAPORE,FEMALE,1
MISSOURI,MO,DOCTORATE,SINGAPORE,MALE,2
MISSOURI,MO,DOCTORATE,SOUTH AFRICA,FEMALE,1
MISSOURI,MO,DOCTORATE,SOUTH KOREA,FEMALE,11
MISSOURI,MO,DOCTORATE,SOUTH KOREA,MALE,36
MISSOURI,MO,DOCTORATE,SPAIN,MALE,1
MISSOURI,MO,DOCTORATE,SRI LANKA,FEMALE,13
MISSOURI,MO,DOCTORATE,SRI LANKA,MALE,15
MISSOURI,MO,DOCTORATE,SYRIA,FEMALE,1
MISSOURI,MO,DOCTORATE,SYRIA,MALE,3
MISSOURI,MO,DOCTORATE,TAIWAN,FEMALE,14
MISSOURI,MO,DOCTORATE,TAIWAN,MALE,24
MISSOURI,MO,DOCTORATE,TANZANIA,FEMALE,1
MISSOURI,MO,DOCTORATE,TANZANIA,MALE,1
MISSOURI,MO,DOCTORATE,THAILAND,FEMALE,1
MISSOURI,MO,DOCTORATE,THAILAND,MALE,9
MISSOURI,MO,DOCTORATE,TRINIDAD AND TOBAGO,MALE,2
MISSOURI,MO,DOCTORATE,TUNISIA,MALE,1
MISSOURI,MO,DOCTORATE,TURKEY,FEMALE,8
MISSOURI,MO,DOCTORATE,TURKEY,MALE,5
MISSOURI,MO,DOCTORATE,UGANDA,MALE,1
MISSOURI,MO,DOCTORATE,UKRAINE,MALE,2
MISSOURI,MO,DOCTORATE,UNITED KINGDOM,FEMALE,1
MISSOURI,MO,DOCTORATE,UNITED KINGDOM,MALE,3
MISSOURI,MO,DOCTORATE,VENEZUELA,FEMALE,2
MISSOURI,MO,DOCTORATE,VENEZUELA,MALE,1
MISSOURI,MO,DOCTORATE,VIETNAM,FEMALE,2
MISSOURI,MO,DOCTORATE,VIETNAM,MALE,11
MISSOURI,MO,DOCTORATE,WEST BANK,MALE,1
MISSOURI,MO,DOCTORATE,ZIMBABWE,FEMALE,4
MISSOURI,MO,DOCTORATE,ZIMBABWE,MALE,3
MISSOURI,MO,LANGUAGE TRAINING,CONGO (BRAZZAVILLE),MALE,1
MISSOURI,MO,LANGUAGE TRAINING,SAUDI ARABIA,MALE,10
MISSOURI,MO,MASTER'S,BANGLADESH,FEMALE,8
MISSOURI,MO,MASTER'S,BANGLADESH,MALE,32
MISSOURI,MO,MASTER'S,BENIN,MALE,1
MISSOURI,MO,MASTER'S,BHUTAN,MALE,1
MISSOURI,MO,MASTER'S,BOTSWANA,MALE,2
MISSOURI,MO,MASTER'S,BRAZIL,FEMALE,5
MISSOURI,MO,MASTER'S,BRAZIL,MALE,3
MISSOURI,MO,MASTER'S,BULGARIA,MALE,1
